name,load_weight
5929,0.0012511197117665033
5930,0.0013200751755829446
5931,0.001253792540139153
5932,0.001531949593585694
5934,0.0014538249564837744
5933,0.0014538249564837744
5939,0.0015938366971554488
5941,0.003210245342583042
5940,0.003210245342583042
5942,0.0032138130079210317
5943,0.00036745138151010945
5944,0.0010565663062522101
5946,0.002269056471906042
5945,0.002269056471906042
5949,0.0015322459631658884
5948,0.0015322459631658884
5950,0.003981374914749687
5951,0.0025158700401055295
5952,0.0019263949609083027
5953,0.0017888552350684354
5954,0.0016589576016542353
5960,0.0010140953073983722
5961,0.001906900261448493
5962,0.003627624789272285
5963,0.002094370088971252
5964,0.0021200571665781058
5966,0.004116093285936889
5965,0.004116093285936889
5967,0.003084854672085313
5968,0.0007846519839369205
5969,0.0033446232661758675
5971,0.003780940047628439
5970,0.003780940047628439
5972,0.002845487821484497
5973,0.003187784319214916
5974,0.003523549210325868
5976,0.0029353480896154834
5975,0.0029353480896154834
5978,0.003038095789117141
5977,0.003038095789117141
5980,0.0034685062781973325
5979,0.0034685062781973325
5981,0.0031925301524098194
5982,0.0028517164518734013
5983,0.0034773015069594917
5984,0.0031215502554171144
5986,0.004108930088213832
5985,0.004108930088213832
5987,0.0028772132937719542
5988,0.004112502735629282
5989,0.0027451244030236212
5990,0.003807255241703235
5992,0.003773140470385722
5991,0.003773140470385722
5993,0.00467020755759254
5995,0.005119663921520391
5994,0.005119663921520391
5996,0.004746773256077234
5997,0.0044496885033176985
5998,0.0008194043040719545
5999,0.00408286857796303
6001,0.002556601207469692
6000,0.002556601207469692
6002,0.0037865292075448293
6003,0.003909609649564897
6004,0.00264372494262365
6006,0.004105528983685397
6005,0.004105528983685397
6007,0.0035869763855243962
6009,0.004569595291658067
6008,0.004569595291658067
6010,0.0052294702778295146
6011,0.00217963111428664
6012,0.0036002842682417847
6013,0.003456082740850862
6014,0.004289564913680352
6016,0.002878337294678035
6015,0.002878337294678035
6018,0.004132431962808749
6017,0.004132431962808749
6019,0.001611832761839241
6020,0.0033785463359318436
6021,0.004167143466701197
6023,0.000751554549113896
6022,0.000751554549113896
6025,0.000696181470419413
6024,0.000696181470419413
6026,0.0010234991915090636
6028,0.0016905498850250766
6027,0.0016905498850250766
6029,0.0028956817277481267
6030,0.0012443286284272914
6031,0.0050730457170056606
6032,0.0012082723248361374
6033,0.0029401651613947147
6035,0.004921947785927531
6034,0.004921947785927531
6036,0.004961844860139492
6037,0.0039934917295526805
6038,0.0031446857733921454
6039,0.0028689743402926
6040,0.0011703894553107199
6041,0.0025289967316188718
6042,0.002964766834200657
6043,0.001782358708846828
6045,0.003322413230960802
6044,0.003322413230960802
6046,0.0021611722284988555
6047,0.005146297099639432
6048,0.002567373299328509
6050,0.004881873072342477
6049,0.004881873072342477
6051,0.005564898662951213
6052,0.002783639687028769
6053,0.005109447275032885
6062,0.0003061955089245933
6067,0.0002093660292749479
6068,0.0
6069,0.0
6070,0.0
6071,0.0002093660292749479
6072,0.0002093660292749479
6074,0.0
6075,0.0
6076,0.0
8035,0.00045344409712080706
6437,0.00017447807612945684
6439,0.00011253370706697415
6438,0.00011253370706697415
6440,0.000423824202926397
6441,6.919971406913252e-05
6442,0.0002697906862442325
6443,9.329498397355021e-05
6447,0.00020276939493025026
6449,0.0002757329017236059
6448,0.0002757329017236059
6451,9.025699698355168e-05
6450,9.025699698355168e-05
6452,0.0002550336490281459
6453,0.00010859804343245789
6454,2.9869748463858137e-05
6455,0.00020836362790849168
6457,0.00019671066964446426
6456,0.00019671066964446426
6458,0.00021552397528973226
6459,0.00045596533987507846
6460,0.00020371152105565975
6462,0.0003156458816925309
6464,0.0003081639101303901
6463,0.0003081639101303901
6465,0.0005762984130382935
6466,0.0006511867270023528
6467,0.0006760703031228999
6468,0.0004228481073600304
6469,0.0007537177053898123
6471,0.0003926727669412186
6470,0.0003926727669412186
6472,0.00046191357584245737
6473,0.0004464428163674851
6474,0.00037564143971732236
6475,0.0003914402388681026
6476,0.0005279322545779287
6477,0.0004474627304115399
6478,0.0007579959970578944
6479,0.0009735520361285077
6480,0.00091356778582536
6482,0.0005479060210555536
6481,0.0005479060210555536
6484,0.00044663462701930465
6483,0.00044663462701930465
6485,0.00016942235625412808
6486,0.0002702782996479838
6487,0.0002962292846877604
6488,0.00023385673372862932
6489,0.0003063178804333349
6490,0.00028763308063752696
7412,0.003260899848973481
7909,0.00277001529459889
8473,0.003984572148530324
8529,0.006292380435641963
8515,0.006237279663643686
7462,0.003692134843124773
7461,0.003692134843124773
8023,0.0016552120081003313
7361,0.0031738665227970145
8860,0.0036219896046302963
7800,0.0002093660292749479
8029,0.003878203601829331
7464,0.004207314323423681
7463,0.004207314323423681
8017,0.0018417509139234663
8189,0.00211474733120236
8037,0.0003332814824907232
8015,0.00030508396372570297
7946,0.0019337994802005316
7286,0.0034414929345051772
7197,0.0002093660292749479
8014,0.0034530864766862883
8290,0.003137333276766206
7471,0.0004041642040699379
7945,0.0012695723386311425
8033,0.0009749843461659153
8565,0.0006455452569310893
8036,0.0004909899498234135
7454,0.0022521449136329976
8575,0.005948948260783282
7466,0.005316733998976594
7465,0.005316733998976594
8030,0.006103670119260449
8020,0.00038991280651797097
7672,0.0
8427,0.0
8489,0.0004089210079068702
8034,0.0005075444617860456
8026,0.003050810380310776
7455,0.004734932021295356
8022,0.0015409190771485662
8744,0.0003807958407160263
7457,0.0033256339942762734
7456,0.0033256339942762734
8032,0.00039338696924537945
8025,0.004007033171401086
8024,0.004007033171401086
8021,0.0036687397635836705
8578,0.004298679307738348
7469,0.0004927605287928805
8027,0.0022300830111244927
8016,0.0028743907596161353
8019,7.70503931320226e-05
7458,0.0014076120068278286
8283,0.005502422420242329
8094,0.004007033171401086
8093,0.004007033171401086
7908,0.002993260265271811
